"offense","offense_conference","defense","defense_conference","game_id","id","scoring","start_period","start_yardline","start_yards_to_goal","start_time.minutes","start_time.seconds","end_period","end_yardline","end_yards_to_goal","end_time.minutes","end_time.seconds","elapsed.minutes","elapsed.seconds","plays","yards","drive_result","week"
"SMU","American Athletic","Tulane","American Athletic",401117917,"40111791718",FALSE,3,24,76,6,40,3,16,84,5,36,1,4,3,-8,"PUNT",14
"Tulane","American Athletic","SMU","American Athletic",401117917,"40111791719",FALSE,3,54,54,5,36,4,7,7,14,55,5,41,13,47,"DOWNS",14
"SMU","American Athletic","Tulane","American Athletic",401117917,"40111791720",TRUE,4,7,93,14,55,4,100,0,10,23,4,32,13,93,"TD",14
"Tulane","American Athletic","SMU","American Athletic",401117917,"40111791721",FALSE,4,70,70,10,16,4,63,63,8,58,1,18,4,7,"DOWNS",14
"SMU","American Athletic","Tulane","American Athletic",401117917,"40111791722",TRUE,4,63,37,8,58,4,100,0,7,28,1,30,4,37,"TD",14
"Tulane","American Athletic","SMU","American Athletic",401117917,"40111791723",TRUE,4,79,79,7,21,4,27,27,4,48,2,33,8,52,"FG",14
"SMU","American Athletic","Tulane","American Athletic",401117917,"40111791724",TRUE,4,70,30,4,43,4,92,8,3,2,1,41,6,22,"FG",14
"Tulane","American Athletic","SMU","American Athletic",401117917,"40111791725",FALSE,4,74,74,2,57,4,65,65,2,25,NA,32,4,9,"DOWNS",14
"SMU","American Athletic","Tulane","American Athletic",401117917,"40111791726",FALSE,4,65,35,2,25,4,78,22,0,0,2,25,4,13,"END OF GAME",14
"Ohio","Mid-American","Akron","Mid-American",401119310,"40111931010",FALSE,1,60,60,3,58,1,41,41,2,48,1,10,3,19,"FUMBLE",14
"Akron","Mid-American","Ohio","Mid-American",401119310,"40111931011",FALSE,1,41,59,2,48,1,41,59,2,22,NA,26,3,0,"PUNT",14
"Ohio","Mid-American","Akron","Mid-American",401119310,"40111931012",TRUE,1,82,82,2,22,2,23,23,14,55,2,27,6,59,"FG",14
"Akron","Mid-American","Ohio","Mid-American",401119310,"40111931013",FALSE,2,30,70,14,47,2,35,65,13,26,1,21,4,5,"PUNT",14
"Ohio","Mid-American","Akron","Mid-American",401119310,"40111931014",TRUE,2,70,70,13,26,2,0,0,9,15,4,11,9,70,"TD",14
"Akron","Mid-American","Ohio","Mid-American",401119310,"40111931015",FALSE,2,25,75,9,15,2,27,73,6,59,2,16,3,2,"PUNT",14
"Ohio","Mid-American","Akron","Mid-American",401119310,"40111931016",FALSE,2,75,75,6,59,2,48,48,3,31,3,28,7,27,"PUNT",14
"Akron","Mid-American","Ohio","Mid-American",401119310,"40111931017",FALSE,2,16,84,3,31,2,21,79,2,0,1,31,3,5,"PUNT",14
"Ohio","Mid-American","Akron","Mid-American",401119310,"40111931018",TRUE,2,69,69,2,0,2,0,0,0,44,1,16,5,69,"TD",14
"Akron","Mid-American","Ohio","Mid-American",401119310,"40111931019",FALSE,2,30,70,0,44,2,29,71,0,0,NA,44,1,-1,"END OF HALF",14
"Ohio","Mid-American","Akron","Mid-American",401119310,"40111931020",TRUE,3,80,80,14,54,3,0,0,12,6,2,48,7,80,"TD",14
"Akron","Mid-American","Ohio","Mid-American",401119310,"40111931021",FALSE,3,35,65,11,58,3,30,70,10,18,1,40,3,-5,"PUNT",14
"Ohio","Mid-American","Akron","Mid-American",401119310,"40111931022",FALSE,3,76,76,10,18,3,74,74,9,21,NA,57,3,2,"PUNT",14
"Akron","Mid-American","Ohio","Mid-American",401119310,"40111931023",FALSE,3,30,70,9,21,3,61,39,4,56,4,25,10,31,"PUNT",14
"Ohio","Mid-American","Akron","Mid-American",401119310,"40111931024",TRUE,3,80,80,4,56,4,0,0,12,3,7,53,14,80,"TD",14
"Akron","Mid-American","Ohio","Mid-American",401119310,"40111931025",FALSE,4,25,75,12,3,4,20,80,11,13,NA,50,2,-5,"INT",14
"Ohio","Mid-American","Akron","Mid-American",401119310,"40111931026",TRUE,4,55,55,11,13,4,0,0,6,41,4,32,8,55,"TD",14
"Akron","Mid-American","Ohio","Mid-American",401119310,"40111931027",FALSE,4,15,85,6,30,4,28,72,4,8,2,22,5,13,"INT",14
"Ohio","Mid-American","Akron","Mid-American",401119310,"40111931028",FALSE,4,35,35,4,8,4,9,9,0,0,4,8,6,26,"END OF GAME",14
"Western Michigan","Mid-American","Northern Illinois","Mid-American",401119311,"40111931110",FALSE,2,81,81,6,50,2,29,29,2,31,4,19,9,52,"MISSED FG",14
"Northern Illinois","Mid-American","Western Michigan","Mid-American",401119311,"40111931111",TRUE,2,29,71,2,31,2,100,0,2,15,NA,16,1,71,"TD",14
"Western Michigan","Mid-American","Northern Illinois","Mid-American",401119311,"40111931112",FALSE,2,68,68,2,10,2,23,23,0,37,1,33,8,45,"FUMBLE",14
"Northern Illinois","Mid-American","Western Michigan","Mid-American",401119311,"40111931113",FALSE,2,23,77,0,37,2,21,79,0,0,NA,37,1,-2,"END OF HALF",14
"Western Michigan","Mid-American","Northern Illinois","Mid-American",401119311,"40111931114",TRUE,3,81,81,14,58,3,0,0,12,54,2,4,5,81,"TD",14
"Northern Illinois","Mid-American","Western Michigan","Mid-American",401119311,"40111931115",FALSE,3,25,75,12,54,3,23,77,0,0,NA,NA,3,-2,"PUNT",14
"Western Michigan","Mid-American","Northern Illinois","Mid-American",401119311,"40111931116",FALSE,3,73,73,10,41,3,73,73,0,0,NA,NA,3,0,"PUNT",14
"Northern Illinois","Mid-American","Western Michigan","Mid-American",401119311,"40111931117",FALSE,3,32,68,10,12,3,50,50,4,20,5,52,10,18,"PUNT",14
"Western Michigan","Mid-American","Northern Illinois","Mid-American",401119311,"40111931118",FALSE,3,82,82,4,20,3,84,84,0,0,NA,NA,3,-2,"PUNT",14
"Northern Illinois","Mid-American","Western Michigan","Mid-American",401119311,"40111931119",FALSE,3,23,77,2,25,3,31,69,0,0,NA,NA,3,8,"PUNT",14
"Western Michigan","Mid-American","Northern Illinois","Mid-American",401119311,"40111931120",FALSE,3,89,89,0,16,3,88,88,0,0,NA,NA,3,1,"PUNT",14
"Northern Illinois","Mid-American","Western Michigan","Mid-American",401119311,"40111931121",FALSE,4,46,54,14,40,4,37,63,0,0,NA,NA,3,-9,"PUNT",14
"Western Michigan","Mid-American","Northern Illinois","Mid-American",401119311,"40111931122",FALSE,4,80,80,12,18,4,98,98,0,0,NA,NA,3,-18,"PUNT",14
"Northern Illinois","Mid-American","Western Michigan","Mid-American",401119311,"40111931123",TRUE,4,70,30,10,5,4,100,0,7,47,2,18,5,30,"TD",14
"Western Michigan","Mid-American","Northern Illinois","Mid-American",401119311,"40111931124",TRUE,4,75,75,7,47,4,0,0,6,25,1,22,6,75,"TD",14
"Northern Illinois","Mid-American","Western Michigan","Mid-American",401119311,"40111931125",FALSE,4,25,75,6,25,4,21,79,4,7,2,18,3,-4,"PUNT",14
"Western Michigan","Mid-American","Northern Illinois","Mid-American",401119311,"40111931126",FALSE,4,79,79,4,7,4,79,79,0,0,NA,NA,3,0,"PUNT",14
"Northern Illinois","Mid-American","Western Michigan","Mid-American",401119311,"40111931127",FALSE,4,26,74,3,13,4,78,22,0,0,NA,NA,5,52,"FUMBLE",14
"Western Michigan","Mid-American","Northern Illinois","Mid-American",401119311,"40111931128",FALSE,4,78,78,2,10,4,49,49,2,2,NA,8,1,29,"FUMBLE",14
"Northern Illinois","Mid-American","Western Michigan","Mid-American",401119311,"40111931129",FALSE,4,49,51,2,2,4,45,55,0,0,2,2,3,-4,"END OF GAME",14
"Bowling Green","Mid-American","Buffalo","Mid-American",401119312,"40111931210",TRUE,2,83,83,14,7,2,0,0,10,58,3,9,9,83,"TD",14
"Bowling Green","Mid-American","Buffalo","Mid-American",401119312,"40111931211",FALSE,2,36,36,10,55,2,38,38,0,0,NA,NA,4,-2,"DOWNS",14
"Buffalo","Mid-American","Bowling Green","Mid-American",401119312,"40111931212",TRUE,2,38,62,9,15,2,100,0,5,47,3,28,8,62,"TD",14
"Bowling Green","Mid-American","Buffalo","Mid-American",401119312,"40111931213",FALSE,2,66,66,5,40,2,45,45,0,0,NA,NA,5,21,"PUNT",14
"Buffalo","Mid-American","Bowling Green","Mid-American",401119312,"40111931214",TRUE,2,16,84,3,20,2,100,0,0,0,3,20,9,84,"TD",14
"Bowling Green","Mid-American","Buffalo","Mid-American",401119312,"40111931215",FALSE,3,84,84,14,54,3,48,48,0,0,NA,NA,9,36,"PUNT",14
"Buffalo","Mid-American","Bowling Green","Mid-American",401119312,"40111931216",FALSE,3,10,90,11,0,3,56,44,0,0,NA,NA,7,46,"PUNT",14
"Bowling Green","Mid-American","Buffalo","Mid-American",401119312,"40111931217",FALSE,3,80,80,6,30,3,73,73,0,0,NA,NA,3,7,"PUNT",14
"Buffalo","Mid-American","Bowling Green","Mid-American",401119312,"40111931218",TRUE,3,37,63,4,27,4,100,0,14,26,5,1,8,63,"TD",14
"Bowling Green","Mid-American","Buffalo","Mid-American",401119312,"40111931219",FALSE,4,79,79,14,18,4,71,71,0,0,NA,NA,3,8,"PUNT",14
"Buffalo","Mid-American","Bowling Green","Mid-American",401119312,"40111931220",FALSE,4,15,85,12,3,4,31,69,8,48,3,15,5,16,"PUNT",14
"Bowling Green","Mid-American","Buffalo","Mid-American",401119312,"40111931221",FALSE,4,83,83,8,48,4,77,77,0,0,NA,NA,3,6,"PUNT",14
"Buffalo","Mid-American","Bowling Green","Mid-American",401119312,"40111931222",TRUE,4,27,73,7,5,4,100,0,6,22,NA,43,2,73,"TD",14
"Bowling Green","Mid-American","Buffalo","Mid-American",401119312,"40111931223",FALSE,4,75,75,6,22,4,73,73,0,0,NA,NA,3,2,"PUNT",14
"Buffalo","Mid-American","Bowling Green","Mid-American",401119312,"40111931224",FALSE,4,28,72,4,5,4,53,47,0,0,4,5,6,25,"END OF GAME",14
"Kent State","Mid-American","Eastern Michigan","Mid-American",401119313,"40111931310",TRUE,2,75,75,3,39,2,25,25,1,6,2,33,8,50,"FG",14
"Eastern Michigan","Mid-American","Kent State","Mid-American",401119313,"40111931311",FALSE,2,24,76,1,1,2,51,49,0,41,NA,20,3,27,"INT",14
"Kent State","Mid-American","Eastern Michigan","Mid-American",401119313,"40111931312",TRUE,2,70,70,0,41,2,0,0,0,9,NA,32,4,70,"TD",14
"Eastern Michigan","Mid-American","Kent State","Mid-American",401119313,"40111931313",FALSE,2,34,66,0,8,2,33,67,0,0,NA,8,1,-1,"END OF HALF",14
"Kent State","Mid-American","Eastern Michigan","Mid-American",401119313,"40111931314",TRUE,3,0,0,14,48,3,0,0,0,0,NA,NA,0,0,"TD",14
"Eastern Michigan","Mid-American","Kent State","Mid-American",401119313,"40111931315",TRUE,3,25,75,14,48,3,100,0,0,0,NA,NA,9,75,"TD",14
"Kent State","Mid-American","Eastern Michigan","Mid-American",401119313,"40111931316",FALSE,3,72,72,12,12,3,30,30,8,46,3,26,9,42,"MISSED FG",14
"Eastern Michigan","Mid-American","Kent State","Mid-American",401119313,"40111931317",FALSE,3,30,70,8,46,3,50,50,6,28,2,18,6,20,"DOWNS",14
"Kent State","Mid-American","Eastern Michigan","Mid-American",401119313,"40111931318",FALSE,3,50,50,6,28,3,22,22,4,15,2,13,8,28,"FUMBLE",14
"Eastern Michigan","Mid-American","Kent State","Mid-American",401119313,"40111931319",FALSE,3,22,78,4,15,3,44,56,0,13,4,2,8,22,"PUNT",14
"Kent State","Mid-American","Eastern Michigan","Mid-American",401119313,"40111931320",FALSE,3,96,96,0,13,4,72,72,13,23,1,50,5,24,"PUNT",14
"Eastern Michigan","Mid-American","Kent State","Mid-American",401119313,"40111931321",FALSE,4,33,67,13,23,4,35,65,11,31,1,52,3,2,"PUNT",14
"Kent State","Mid-American","Eastern Michigan","Mid-American",401119313,"40111931322",FALSE,4,76,76,11,31,4,70,70,9,42,1,49,3,6,"PUNT",14
"Eastern Michigan","Mid-American","Kent State","Mid-American",401119313,"40111931323",TRUE,4,36,64,9,42,4,100,0,7,58,1,44,5,64,"TD",14
"Kent State","Mid-American","Eastern Michigan","Mid-American",401119313,"40111931324",TRUE,4,76,76,7,53,4,7,7,1,27,6,26,14,69,"FG",14
"Eastern Michigan","Mid-American","Kent State","Mid-American",401119313,"40111931325",FALSE,4,25,75,1,27,4,76,24,0,0,NA,NA,4,51,"INT",14
"Kent State","Mid-American","Eastern Michigan","Mid-American",401119313,"40111931326",FALSE,4,93,93,0,44,4,95,95,0,0,NA,44,1,-2,"END OF GAME",14
"Miami (OH)","Mid-American","Ball State","Mid-American",401119314,"40111931410",TRUE,2,83,83,4,28,2,32,32,2,17,2,11,5,51,"FG",14
"Ball State","Mid-American","Miami (OH)","Mid-American",401119314,"40111931411",FALSE,2,25,75,2,11,2,62,38,0,0,NA,NA,10,37,"DOWNS",14
"Miami (OH)","Mid-American","Ball State","Mid-American",401119314,"40111931412",FALSE,2,62,62,0,31,2,56,56,0,0,NA,31,1,6,"END OF HALF",14
"Miami (OH)","Mid-American","Ball State","Mid-American",401119314,"40111931413",FALSE,3,73,73,14,55,3,69,69,13,17,1,38,3,4,"PUNT",14
"Ball State","Mid-American","Miami (OH)","Mid-American",401119314,"40111931414",FALSE,3,28,72,13,17,3,44,56,12,6,1,11,3,16,"FUMBLE",14
"Miami (OH)","Mid-American","Ball State","Mid-American",401119314,"40111931415",FALSE,3,46,46,12,6,3,42,42,0,0,NA,NA,3,4,"PUNT",14
"Ball State","Mid-American","Miami (OH)","Mid-American",401119314,"40111931416",TRUE,3,8,92,10,31,3,100,0,6,53,3,38,10,92,"TD",14
"Miami (OH)","Mid-American","Ball State","Mid-American",401119314,"40111931417",FALSE,3,75,75,6,53,3,71,71,4,57,1,56,3,4,"PUNT",14
"Ball State","Mid-American","Miami (OH)","Mid-American",401119314,"40111931418",TRUE,3,20,80,4,57,4,100,0,14,54,5,3,12,80,"TD",14
"Miami (OH)","Mid-American","Ball State","Mid-American",401119314,"40111931419",FALSE,4,72,72,14,48,4,72,72,0,0,NA,NA,1,0,"INT",14
"Ball State","Mid-American","Miami (OH)","Mid-American",401119314,"40111931420",FALSE,4,26,74,14,40,4,38,62,12,11,2,29,6,12,"PUNT",14
"Miami (OH)","Mid-American","Ball State","Mid-American",401119314,"40111931421",FALSE,4,72,72,12,11,4,66,66,0,0,NA,NA,3,6,"INT",14
"Ball State","Mid-American","Miami (OH)","Mid-American",401119314,"40111931422",TRUE,4,38,62,11,7,4,100,0,9,25,1,42,4,62,"TD",14
"Miami (OH)","Mid-American","Ball State","Mid-American",401119314,"40111931423",FALSE,4,78,78,9,15,4,70,70,0,0,NA,NA,4,8,"DOWNS",14
"Ball State","Mid-American","Miami (OH)","Mid-American",401119314,"40111931424",TRUE,4,70,30,7,26,4,100,0,7,20,NA,6,1,30,"TD",14
"Miami (OH)","Mid-American","Ball State","Mid-American",401119314,"40111931425",FALSE,4,75,75,7,20,4,22,22,0,0,NA,NA,5,53,"DOWNS",14
"Ball State","Mid-American","Miami (OH)","Mid-American",401119314,"40111931426",FALSE,4,22,78,6,39,4,73,27,0,0,6,39,9,51,"END OF GAME",14
"Toledo","Mid-American","Central Michigan","Mid-American",401119315,"40111931510",TRUE,2,68,68,6,33,2,0,0,2,48,3,45,10,68,"TD",14
"Central Michigan","Mid-American","Toledo","Mid-American",401119315,"40111931511",TRUE,2,19,81,2,48,2,100,0,0,14,2,34,7,81,"TD",14
"Toledo","Mid-American","Central Michigan","Mid-American",401119315,"40111931512",FALSE,2,62,62,0,14,2,63,63,0,0,NA,14,1,-1,"END OF HALF",14
"Central Michigan","Mid-American","Toledo","Mid-American",401119315,"40111931513",TRUE,3,25,75,15,0,3,100,0,10,30,4,30,10,75,"TD",14
"Toledo","Mid-American","Central Michigan","Mid-American",401119315,"40111931514",FALSE,3,68,68,10,30,3,70,70,0,0,NA,NA,3,-2,"PUNT",14
"Central Michigan","Mid-American","Toledo","Mid-American",401119315,"40111931515",FALSE,3,10,90,9,30,3,34,66,5,45,3,45,6,24,"PUNT",14
"Toledo","Mid-American","Central Michigan","Mid-American",401119315,"40111931516",FALSE,3,73,73,5,45,3,37,37,1,37,4,8,8,36,"DOWNS",14
"Central Michigan","Mid-American","Toledo","Mid-American",401119315,"40111931517",FALSE,3,37,63,1,37,4,95,5,12,16,4,21,8,58,"DOWNS",14
"Toledo","Mid-American","Central Michigan","Mid-American",401119315,"40111931518",FALSE,4,95,95,12,16,4,93,93,10,26,1,50,3,2,"PUNT",14
"Central Michigan","Mid-American","Toledo","Mid-American",401119315,"40111931519",TRUE,4,56,44,10,26,4,100,0,6,21,4,5,7,44,"TD",14
"Toledo","Mid-American","Central Michigan","Mid-American",401119315,"40111931520",FALSE,4,73,73,6,21,4,45,45,0,0,NA,NA,4,28,"PUNT",14
"Central Michigan","Mid-American","Toledo","Mid-American",401119315,"40111931521",FALSE,4,11,89,3,36,4,11,89,1,8,2,28,3,0,"PUNT",14
"Toledo","Mid-American","Central Michigan","Mid-American",401119315,"40111931522",FALSE,4,46,46,1,8,4,79,79,0,0,NA,NA,5,33,"Uncategorized",14
"Appalachian State","Sun Belt","Troy","Sun Belt",401121978,"40112197810",TRUE,2,56,56,11,18,2,0,0,8,49,2,29,7,56,"TD",14
"Troy","Sun Belt","Appalachian State","Sun Belt",401121978,"40112197811",TRUE,2,25,75,8,49,2,78,22,5,33,3,16,11,53,"FG",14
"Appalachian State","Sun Belt","Troy","Sun Belt",401121978,"40112197812",FALSE,2,70,70,5,33,2,25,25,0,0,NA,NA,13,45,"INT",14
"Troy","Sun Belt","Appalachian State","Sun Belt",401121978,"40112197813",FALSE,2,16,84,0,14,2,21,79,0,0,NA,14,1,5,"END OF HALF",14
"Appalachian State","Sun Belt","Troy","Sun Belt",401121978,"40112197814",TRUE,3,75,75,15,0,3,0,0,9,14,5,46,12,75,"TD",14
"Troy","Sun Belt","Appalachian State","Sun Belt",401121978,"40112197815",FALSE,3,25,75,9,14,3,38,62,0,0,NA,NA,5,13,"PUNT",14
"Appalachian State","Sun Belt","Troy","Sun Belt",401121978,"40112197816",FALSE,3,66,66,7,45,3,57,57,5,41,2,4,3,9,"PUNT",14
"Troy","Sun Belt","Appalachian State","Sun Belt",401121978,"40112197817",FALSE,3,4,96,5,41,3,20,80,4,32,1,9,4,16,"PUNT",14
"Appalachian State","Sun Belt","Troy","Sun Belt",401121978,"40112197818",FALSE,3,69,69,4,32,3,62,62,0,0,NA,NA,3,7,"PUNT",14
"Troy","Sun Belt","Appalachian State","Sun Belt",401121978,"40112197819",FALSE,3,18,82,3,1,3,37,63,1,30,1,31,6,19,"DOWNS",14
"Appalachian State","Sun Belt","Troy","Sun Belt",401121978,"40112197820",TRUE,3,37,37,1,30,4,0,0,14,54,1,36,4,37,"TD",14
"Troy","Sun Belt","Appalachian State","Sun Belt",401121978,"40112197821",FALSE,4,21,79,14,54,4,79,21,0,0,NA,NA,7,58,"DOWNS",14
"Appalachian State","Sun Belt","Troy","Sun Belt",401121978,"40112197822",FALSE,4,79,79,13,1,4,61,61,0,0,NA,NA,5,18,"PUNT",14
"Troy","Sun Belt","Appalachian State","Sun Belt",401121978,"40112197823",FALSE,4,17,83,9,6,4,60,40,0,0,NA,NA,11,43,"INT",14
"Appalachian State","Sun Belt","Troy","Sun Belt",401121978,"40112197824",FALSE,4,88,88,3,46,4,60,60,0,0,3,46,5,28,"END OF GAME",14
"South Alabama","Sun Belt","Arkansas State","Sun Belt",401121979,"40112197910",FALSE,2,4,96,11,5,2,98,2,6,31,4,34,11,94,"FUMBLE",14
"Arkansas State","Sun Belt","South Alabama","Sun Belt",401121979,"40112197911",FALSE,2,98,98,6,31,2,89,89,4,58,1,33,3,9,"PUNT",14
"South Alabama","Sun Belt","Arkansas State","Sun Belt",401121979,"40112197912",FALSE,2,35,65,4,58,2,37,63,0,0,NA,NA,3,2,"INT",14
"Arkansas State","Sun Belt","South Alabama","Sun Belt",401121979,"40112197913",FALSE,2,43,43,4,4,2,38,38,0,0,NA,NA,4,5,"DOWNS",14
"South Alabama","Sun Belt","Arkansas State","Sun Belt",401121979,"40112197914",FALSE,2,39,61,2,56,2,39,61,1,14,1,42,7,0,"PUNT",14
"Arkansas State","Sun Belt","South Alabama","Sun Belt",401121979,"40112197915",FALSE,2,81,81,1,14,2,79,79,0,0,1,14,3,2,"PUNT",14
"South Alabama","Sun Belt","Arkansas State","Sun Belt",401121979,"40112197917",FALSE,3,25,75,15,0,3,33,67,13,42,1,18,3,8,"PUNT",14
"Arkansas State","Sun Belt","South Alabama","Sun Belt",401121979,"40112197918",TRUE,3,69,69,13,42,3,6,6,10,50,2,52,9,63,"FG",14
"South Alabama","Sun Belt","Arkansas State","Sun Belt",401121979,"40112197919",TRUE,3,27,73,10,50,3,100,0,6,3,4,47,10,73,"TD",14
"Arkansas State","Sun Belt","South Alabama","Sun Belt",401121979,"40112197920",TRUE,3,75,75,6,3,3,0,0,2,41,3,22,8,75,"TD",14
"South Alabama","Sun Belt","Arkansas State","Sun Belt",401121979,"40112197921",TRUE,3,40,60,2,41,4,100,0,14,53,2,48,7,60,"TD",14
"Arkansas State","Sun Belt","South Alabama","Sun Belt",401121979,"40112197922",TRUE,4,65,65,14,53,4,0,0,12,29,2,24,8,65,"TD",14
"South Alabama","Sun Belt","Arkansas State","Sun Belt",401121979,"40112197923",FALSE,4,25,75,12,29,4,19,81,0,0,NA,NA,3,-6,"PUNT",14
"Arkansas State","Sun Belt","South Alabama","Sun Belt",401121979,"40112197924",TRUE,4,51,51,10,38,4,23,23,9,22,1,16,5,28,"FG",14
"South Alabama","Sun Belt","Arkansas State","Sun Belt",401121979,"40112197925",FALSE,4,31,69,9,22,4,39,61,7,28,1,54,3,8,"PUNT",14
"Arkansas State","Sun Belt","South Alabama","Sun Belt",401121979,"40112197926",TRUE,4,87,87,7,28,4,3,3,3,51,3,37,10,84,"FG",14
"South Alabama","Sun Belt","Arkansas State","Sun Belt",401121979,"40112197927",TRUE,4,39,61,3,51,4,100,0,1,18,2,33,9,61,"TD",14
"Arkansas State","Sun Belt","South Alabama","Sun Belt",401121979,"40112197928",FALSE,4,60,60,1,18,4,65,65,0,0,NA,NA,1,-5,"FUMBLE",14
"South Alabama","Sun Belt","Arkansas State","Sun Belt",401121979,"40112197929",FALSE,4,65,35,1,1,4,75,25,0,0,1,1,4,10,"END OF GAME",14
"Texas State","Sun Belt","Coastal Carolina","Sun Belt",401121980,"40112198010",TRUE,2,64,64,3,18,2,0,0,3,7,NA,11,1,64,"TD",14
"Coastal Carolina","Sun Belt","Texas State","Sun Belt",401121980,"40112198011",FALSE,2,34,66,2,58,2,47,53,1,9,1,49,6,13,"PUNT",14
"Texas State","Sun Belt","Coastal Carolina","Sun Belt",401121980,"40112198012",FALSE,2,77,77,1,9,2,54,54,0,0,NA,NA,5,23,"PUNT",14
"Coastal Carolina","Sun Belt","Texas State","Sun Belt",401121980,"40112198013",FALSE,2,13,87,0,4,2,12,88,0,0,NA,4,1,-1,"END OF HALF",14
"Texas State","Sun Belt","Coastal Carolina","Sun Belt",401121980,"40112198014",FALSE,3,65,65,15,0,3,29,29,10,5,4,55,13,36,"MISSED FG",14
"Coastal Carolina","Sun Belt","Texas State","Sun Belt",401121980,"40112198015",TRUE,3,29,71,10,5,3,100,0,3,42,6,23,11,71,"TD",14
"Texas State","Sun Belt","Coastal Carolina","Sun Belt",401121980,"40112198016",FALSE,3,78,78,3,38,3,62,62,0,0,NA,NA,3,16,"INT",14
"Coastal Carolina","Sun Belt","Texas State","Sun Belt",401121980,"40112198017",TRUE,3,20,80,2,32,4,70,30,11,30,6,2,11,50,"FG",14
"Texas State","Sun Belt","Coastal Carolina","Sun Belt",401121980,"40112198018",TRUE,4,67,67,11,22,4,0,0,9,38,1,44,4,67,"TD",14
"Coastal Carolina","Sun Belt","Texas State","Sun Belt",401121980,"40112198019",TRUE,4,31,69,9,28,4,100,0,4,3,5,25,10,69,"TD",14
"Texas State","Sun Belt","Coastal Carolina","Sun Belt",401121980,"40112198020",TRUE,4,71,71,3,55,4,0,0,1,31,2,24,9,71,"TD",14
"Coastal Carolina","Sun Belt","Texas State","Sun Belt",401121980,"40112198021",FALSE,4,56,44,1,28,4,68,32,0,0,1,28,3,12,"END OF GAME",14
"Georgia State","Sun Belt","Georgia Southern","Sun Belt",401121981,"40112198110",FALSE,2,90,90,2,59,2,93,93,1,34,1,25,3,-3,"PUNT",14
"Georgia Southern","Sun Belt","Georgia State","Sun Belt",401121981,"40112198111",FALSE,2,35,65,1,34,2,38,62,0,0,1,34,3,3,"END OF HALF",14
"Georgia Southern","Sun Belt","Georgia State","Sun Belt",401121981,"40112198112",TRUE,3,49,51,14,45,3,100,0,12,8,2,37,5,51,"TD",14
"Georgia State","Sun Belt","Georgia Southern","Sun Belt",401121981,"40112198113",FALSE,3,75,75,12,8,3,69,69,10,28,1,40,3,6,"PUNT",14
"Georgia Southern","Sun Belt","Georgia State","Sun Belt",401121981,"40112198114",FALSE,3,18,82,10,28,3,18,82,0,0,NA,NA,3,0,"PUNT",14
"Georgia State","Sun Belt","Georgia Southern","Sun Belt",401121981,"40112198115",FALSE,3,66,66,8,43,3,57,57,0,0,NA,NA,4,9,"DOWNS",14
"Georgia Southern","Sun Belt","Georgia State","Sun Belt",401121981,"40112198116",TRUE,3,57,43,7,16,3,100,0,3,53,3,23,6,43,"TD",14
"Georgia State","Sun Belt","Georgia Southern","Sun Belt",401121981,"40112198117",TRUE,3,75,75,3,53,3,18,18,0,38,3,15,9,57,"FG",14
"Georgia Southern","Sun Belt","Georgia State","Sun Belt",401121981,"40112198118",FALSE,3,25,75,0,38,3,33,67,0,0,NA,NA,5,8,"PUNT",14
"Georgia State","Sun Belt","Georgia Southern","Sun Belt",401121981,"40112198119",FALSE,4,87,87,13,15,4,39,39,0,0,NA,NA,7,48,"DOWNS",14
"Georgia Southern","Sun Belt","Georgia State","Sun Belt",401121981,"40112198120",TRUE,4,39,61,11,13,4,100,0,7,6,4,7,7,61,"TD",14
"Georgia State","Sun Belt","Georgia Southern","Sun Belt",401121981,"40112198121",FALSE,4,75,75,7,6,4,37,37,0,0,NA,NA,8,38,"DOWNS",14
"Georgia Southern","Sun Belt","Georgia State","Sun Belt",401121981,"40112198122",FALSE,4,37,63,4,17,4,46,54,0,0,NA,NA,3,9,"PUNT",14
"Georgia State","Sun Belt","Georgia Southern","Sun Belt",401121981,"40112198123",FALSE,4,89,89,1,51,4,78,78,0,0,1,51,3,11,"END OF GAME",14
"Louisiana","Sun Belt","Louisiana Monroe","Sun Belt",401121982,"40112198210",FALSE,2,18,82,8,35,2,69,31,3,58,4,37,8,51,"PUNT",14
"Louisiana Monroe","Sun Belt","Louisiana","Sun Belt",401121982,"40112198211",TRUE,2,80,80,3,58,2,0,0,2,24,1,34,4,80,"TD",14
"Louisiana","Sun Belt","Louisiana Monroe","Sun Belt",401121982,"40112198212",FALSE,2,25,75,2,24,2,34,66,1,29,NA,55,3,9,"PUNT",14
"Louisiana Monroe","Sun Belt","Louisiana","Sun Belt",401121982,"40112198213",FALSE,2,78,78,1,29,2,69,69,0,39,NA,50,3,9,"PUNT",14
"Louisiana","Sun Belt","Louisiana Monroe","Sun Belt",401121982,"40112198214",TRUE,2,17,83,0,39,2,100,0,0,28,NA,11,1,83,"TD",14
"Louisiana Monroe","Sun Belt","Louisiana","Sun Belt",401121982,"40112198215",FALSE,2,77,77,0,28,2,35,35,0,0,NA,28,4,42,"END OF HALF",14
"Louisiana","Sun Belt","Louisiana Monroe","Sun Belt",401121982,"40112198216",FALSE,3,8,92,15,0,3,6,94,13,27,1,33,3,-2,"PUNT",14
